bill_id,congress_term,introduced_at,policy_area,subjects,official_title,short_title
s1840-113,113,2013-12-17,Finance and Financial Sector,"Accounting and auditing|Administrative law and regulatory procedures|Bank accounts, deposits, capital|Banking and financial institutions regulation|Business records|Department of the Treasury|Federal officials|Fraud offenses and financial crimes|Intergovernmental relations|State and local government operations","A bill to allow the Secretary of the Treasury to rely on State examinations for certain financial institutions, and for other purposes.",Money Remittances Improvement Act of 2013
s1949-114,114,2015-08-05,Crime and Law Enforcement,Crimes against property|Fraud offenses and financial crimes|Telephone and wireless communication,A bill to make it unlawful to alter or remove the unique equipment identification number of a mobile device.,Mobile Device Theft Deterrence Act of 2015
s731-113,113,2013-04-16,Finance and Financial Sector,"Administrative law and regulatory procedures|Bank accounts, deposits, capital|Banking and financial institutions regulation|Department of the Treasury|Federal Deposit Insurance Corporation (FDIC)|Federal Reserve System|Financial services and investments|Government studies and investigations","A bill to require the Board of Governors of the Federal Reserve System, the Federal Deposit Insurance Corporation, and the Office of the Comptroller of the Currency to conduct an empirical impact study on proposed rules relating to the International Basel III agreement on general risk-based capital requirements, as they apply to community banks.",Basel III CASE Act
hr4684-113,113,2014-05-20,Finance and Financial Sector,Administrative law and regulatory procedures|Banking and financial institutions regulation|Consumer Financial Protection Bureau|Consumer affairs|Government information and archives,"To provide for a notice and comment period before the Bureau of Consumer Financial Protection issues guidance, and for other purposes.",Bureau Guidance Transparency Act
hr5998-111,111,2010-07-30,Finance and Financial Sector,Administrative law and regulatory procedures|Banking and financial institutions regulation|Business records|Corporate finance and management|Department of the Treasury|Federal Deposit Insurance Corporation (FDIC)|Federal Housing Finance Agency|Federal Reserve System|National Credit Union Administration|Securities and Exchange Commission (SEC)|Wages and earnings,To repeal the enhanced compensation structure reporting requirement of the Dodd-Frank Wall Street Reform and Consumer Protection Act.,
hr1625-114,114,2015-03-25,Finance and Financial Sector,Fraud offenses and financial crimes|Securities,"To amend the Securities Exchange Act of 1934 to prohibit certain securities trading and related communications by those who possess material, nonpublic information.",Insider Trading Prohibition Act
s1592-116,116,2019-05-22,Finance and Financial Sector,"Bank accounts, deposits, capital|Banking and financial institutions regulation|Business records|Civil actions and liability|Criminal investigation, prosecution, interrogation|Fraud offenses and financial crimes","A bill to amend title 31, United States Code, to provide a safe harbor for financial institutions that maintain a customer account or customer transaction at the request of a Federal or State law enforcement agency, and for other purposes.",Cooperate with Law Enforcement Agencies and Watch Act of 2019
hr6139-112,112,2012-07-18,Finance and Financial Sector,Administrative law and regulatory procedures|Banking and financial institutions regulation|Consumer credit|Credit and credit markets|Department of the Treasury|Federally chartered organizations|Financial services and investments|Small business|User charges and fees,"To create a Federal charter for National Consumer Credit Corporations, and for other purposes.","Consumer Credit Access, Innovation, and Modernization Act"
hr7332-110,110,2008-12-10,Crime and Law Enforcement,"Commemorative events and holidays|Fraud offenses and financial crimes|Presidents and presidential powers, Vice Presidents","To amend title 18, United States Code, to provide penalties for counterfeiting or selling Presidential inauguration tickets, and for other purposes.",
hr3850-114,114,2015-10-28,Finance and Financial Sector,"Administrative law and regulatory procedures|Banking and financial institutions regulation|Civil actions and liability|Consumer Financial Protection Bureau|Consumer credit|Financial services and investments|Government employee pay, benefits, personnel management|Government studies and investigations|Interest, dividends, interest rates|Legal fees and court costs|Veterans' pensions and compensation","To provide for additional protections and disclosures to consumers when financial products or services are related to the consumers' military or Federal pensions, and for other purposes.",Annuity Safety and Security Under Reasonable Enforcement Act of 2015
hr3506-111,111,2009-07-31,Finance and Financial Sector,Banking and financial institutions regulation|Consumer affairs|Consumer credit|Right of privacy,"To amend the Gramm-Leach-Bliley Act to provide an exception from the continuing requirement for annual privacy notices for financial institutions which do not change their policies and practices with regard to disclosing nonpublic personal information from the policies and practices that were disclosed in the most recent disclosure sent to consumers, and for other purposes.",Eliminate Privacy Notice Confusion Act
hr740-112,112,2011-02-16,Finance and Financial Sector,"Administrative law and regulatory procedures|Arms control and nonproliferation|Bank accounts, deposits, capital|Banking and financial institutions regulation|Business ethics|Business records|Corporate finance and management|Department of the Treasury|Foreign and international banking|Government information and archives|Government studies and investigations|Iran|Middle East|Sanctions|Securities|Terrorism|Trade restrictions","To require disclosure to the Securities and Exchange Commission of certain sanctionable activities, and for other purposes.",Iran Transparency and Accountability Act of 2011
s1196-113,113,2013-06-20,Crime and Law Enforcement,Computer security and identity theft|Criminal procedure and sentencing|Fraud offenses and financial crimes,"A bill to amend title 18, United States Code, to provide for clarification as to the meaning of access without authorization, and for other purposes.",Aaron's Law Act of 2013
