unique_id,primary_offense_new
6797085,air pollution violation
3667313,solid waste violation
7705990,hazardous waste violation
100098,air pollution violation
7694942,air pollution violation
3667435,solid waste violation
7694032,air pollution violation
3667524,solid waste violation
3667561,mining environmental violation
3667762,solid waste violation
7708288,air pollution violation
7698856,air pollution violation
7698267,environmental violation
100023,water pollution violation
7703054,air pollution violation
7712125,air pollution violation
7703137,air pollution violation
7712104,air pollution violation
4691073,environmental violation
7702461,air pollution violation
7711959,air pollution violation
7712073,air pollution violation
7712113,air pollution violation
7701515,air pollution violation
7701420,pesticide violation
7706175,air pollution violation
7696697,environmental violation
7696745,air pollution violation
7697109,air pollution violation
3664679,air pollution violation
3701211,oil or gas drilling violation
7703612,air pollution violation
3701698,oil or gas drilling violation
3701946,oil or gas drilling violation
7700705,air pollution violation
7709089,environmental violation
7707257,pesticide violation
7707419,pesticide violation
99670,pesticide violation
7704711,environmental violation
7699088,air pollution violation
7700131,hazardous waste violation
7700453,environmental violation
7696466,environmental violation
7695390,asbestos violation
7699824,hazardous waste violation
7708612,water pollution violation
7704439,water pollution violation
7709778,environmental violation
7706948,air pollution violation
7697879,environmental violation
7699060,air pollution violation
7699826,hazardous waste violation
7698210,hazardous waste violation
7700843,environmental violation
7704832,air pollution violation
7699052,air pollution violation
7705944,air pollution violation
7700581,air pollution violation
7705654,air pollution violation
7712015,air pollution violation
7704051,environmental violation
7703902,environmental violation
7704355,environmental violation
7706177,air pollution violation
7695897,air pollution violation
3667930,underground storage tank violation
7712536,air pollution violation
7697699,environmental violation
7702667,pesticide violation
7698938,environmental violation
3194671,environmental violation
7702803,pesticide violation
7707665,pesticide violation
7698220,pesticide violation
7701932,pesticide violation
7709057,pesticide violation
7709367,pesticide violation
7709368,pesticide violation
99791,pesticide violation
7705642,air pollution violation
7707099,pesticide violation
7698548,pesticide violation
7698646,pesticide violation
7698718,pesticide violation
7698870,pesticide violation
7698871,pesticide violation
7698872,pesticide violation
7701389,pesticide violation
7699914,pesticide violation
7702161,pesticide violation
7705738,air pollution violation
7707186,pesticide violation
7707325,pesticide violation
7707508,pesticide violation
7708622,pesticide violation
7709891,pesticide violation
7711171,pesticide violation
7702286,pesticide violation
208006,pesticide violation
7698647,pesticide violation
7712486,pesticide violation
7710001,pesticide violation
3659165,environmental violation
7698766,environmental violation
3668338,solid waste violation
3668781,solid waste violation
3668392,solid waste violation
3666905,solid waste violation
7698078,air pollution violation
7698027,environmental violation
7699893,environmental violation
3666615,solid waste violation
7700007,environmental violation
7705885,air pollution violation
7696483,air pollution violation
99853,hazardous waste violation
7696915,hazardous waste violation
7696463,hazardous waste violation
7703405,pesticide violation
7704682,air pollution violation
7708280,air pollution violation
7702344,air pollution violation
7701631,air pollution violation
7080432,environmental violation
7708773,hazardous waste violation
7695193,air pollution violation
7692259,hazardous waste violation
3689481,water pollution violation
3689440,water pollution violation
3731730,water pollution violation
7696610,air pollution violation
7696913,water pollution violation
7696544,water pollution violation
7696932,air pollution violation
7702834,air pollution violation
7705527,water pollution violation
3705701,air pollution violation
3187865,oil spill
7708027,drinking water violation
7708028,drinking water violation
7708029,drinking water violation
7708030,drinking water violation
7708523,oil spill
7709940,air pollution violation
