bill_id,category_ids,category_labels,bill_type,reason
s454-110,,,,"The bill primarily addresses federal student aid (Pell Grants), individual tax deductions for student loans, and Coverdell Education Savings Accounts; while it makes the tax exclusion for employer-provided educational assistance permanent, this is classified as a general tax benefit unrelated to core wage, hour, or mandatory benefit obligations (such as FLSA, WARN, ERISA, or FMLA) and thus does not qualify under the specified criteria."
hr3759-108,,,,"The bill directs a study on replacing the federal tax code with a transaction fee system, which is a general fiscal policy measure and does not regulate private employer wage, hour, or benefit obligations."
hr1541-107,,,,"The bill directs the Secretary of Veterans Affairs to provide benefits and healthcare to children of veterans, which involves government-administered programs rather than regulating private employer wage, hour, or benefit obligations."
s2889-108,,,,"The bill authorizes the minting of commemorative coins and directs surcharges to a wildlife conservation foundation, which does not involve private employer wage, hour, or benefit obligations."
s1626-107,,,,"The bill focuses on federal grants and programs to improve dental access for children through Medicaid and SCHIP, which are government-administered public assistance programs rather than regulations imposing wage, hour, or benefit obligations on private employers."
hr6029-111,,,,"The bill focuses on juvenile justice, delinquency prevention, and correctional facility standards, which are matters of criminal justice and public safety rather than private employer wage, hour, or benefit obligations."
s3706-111,,,,"The bill primarily addresses unemployment insurance benefits (a government-administered public assistance program) and introduces tax credits for hiring long-term unemployed workers, which are excluded as general hiring incentives rather than regulations of private employer wage, hour, or benefit obligations."
s604-116,,,,"The bill addresses state income tax withholding and reporting obligations for mobile workers, which falls under general taxation and intergovernmental relations rather than private employer wage, hour, or benefit misconduct such as underpayment, overtime violations, or ERISA/FMLA breaches."
hr3010-111,,,,"The bill appropriates federal funds to states and local educational agencies to hire teachers and reduce class sizes, which constitutes public-sector employment and education policy rather than regulating private employer wage, hour, or benefit obligations."
hr917-114,,,,"The bill addresses media coverage and recording of federal court proceedings, which is unrelated to private employer wage, hour, or benefit obligations."
hr3486-113,,,,"The bill focuses on federal transportation funding, highway trust fund appropriations, and fuel tax adjustments, which do not regulate private employer wage, hour, or benefit obligations."
hr137-108,1,Wage Hour & Benefits,enforcement,"The bill amends the Worker Adjustment and Retraining Notification (WARN) Act to require private employers to notify federal and state elected officials prior to worker dislocations, directly tightening employer obligations regarding mass layoff notice requirements."
