bill_id,category_ids,category_labels
hr6867-110,1,Wage Hour & Benefits
s2383-109,6,Transportation Safety
s274-113,,
hr789-111,12,"Fraud, Corruption & Criminal Conduct"
hr4054-115,,
hr1753-107,,
s2659-112,15,Competition-related Offenses
hr3970-106,15,Competition-related Offenses
s2014-106,,
s163-112,10,Securities & Investor Protection
hr3423-110,1,Wage Hour & Benefits
hr6031-110,18,Earth Violation
hr1584-114,10;12,"Securities & Investor Protection;Fraud, Corruption & Criminal Conduct"
hr5737-114,1,Wage Hour & Benefits
s1298-113,11,Accounting Financial Reporting & Tax
hr3493-113,,
hr4514-107,,
s2273-108,6;22,Transportation Safety;Government Contracting
hr4108-109,,
s1811-114,,
hr3174-107,21,Animal Welfare
hr3219-107,,
hr939-113,,
hr3737-112,5,Consumer Safety
s982-115,12,"Fraud, Corruption & Criminal Conduct"
hr4995-110,11,Accounting Financial Reporting & Tax
hr4024-113,17,Water Violation
hr5616-115,,
hr4370-110,15,Competition-related Offenses
hr545-108,10;24,Securities & Investor Protection;Government Reporting & Compliance
s411-114,18;22,Earth Violation;Government Contracting
s512-116,14,Consumer Protection
hr178-113,1,Wage Hour & Benefits
s536-108,15,Competition-related Offenses
hr4078-106,10;12;24,"Securities & Investor Protection;Fraud, Corruption & Criminal Conduct;Government Reporting & Compliance"
hjres102-113,,
hjres47-113,,
hr1749-109,17,Water Violation
hr2710-113,,
s2333-110,,
hr124-110,12;22,"Fraud, Corruption & Criminal Conduct;Government Contracting"
s413-112,24;25,Government Reporting & Compliance;National Security & Cybercrime
hr1904-111,,
hr1-113,1;10;11;24,Wage Hour & Benefits;Securities & Investor Protection;Accounting Financial Reporting & Tax;Government Reporting & Compliance
hr6083-110,12;24,"Fraud, Corruption & Criminal Conduct;Government Reporting & Compliance"
s1159-108,1;23,Wage Hour & Benefits;Healthcare Fraud & Compliance
hr2960-110,,
hr1330-115,18,Earth Violation
hr2885-115,,
s3420-112,11,Accounting Financial Reporting & Tax
hr3894-108,,
s2299-113,,
hr3794-111,17,Water Violation
s55-110,11,Accounting Financial Reporting & Tax
hr5221-110,,
hr358-115,12,"Fraud, Corruption & Criminal Conduct"
hr925-114,18,Earth Violation
hr1564-113,10;11;24,Securities & Investor Protection;Accounting Financial Reporting & Tax;Government Reporting & Compliance
hr944-107,,
hr6051-114,23,Healthcare Fraud & Compliance
hr6037-111,,
hr6160-115,1,Wage Hour & Benefits
hr107-112,24,Government Reporting & Compliance
hr1504-114,,
hr3637-115,,
s1524-115,1,Wage Hour & Benefits
s2559-111,15,Competition-related Offenses
sjres13-114,,
hr4908-112,15,Competition-related Offenses
s4000-109,16;20,Air Violation;Energy Efficiency
s2446-113,,
hr3596-112,1;15;24,Wage Hour & Benefits;Competition-related Offenses;Government Reporting & Compliance
hr2669-112,9;10;11;12;15;24,"Banking AML & Sanctions;Securities & Investor Protection;Accounting Financial Reporting & Tax;Fraud, Corruption & Criminal Conduct;Competition-related Offenses;Government Reporting & Compliance"
hr2295-115,11,Accounting Financial Reporting & Tax
s1910-109,23,Healthcare Fraud & Compliance
hr3136-110,1,Wage Hour & Benefits
s1285-107,7,Infrastructure & Nuclear Safety
hr5110-111,18,Earth Violation
hr5491-110,10,Securities & Investor Protection
s2319-108,7;15,Infrastructure & Nuclear Safety;Competition-related Offenses
hr205-109,,
s1449-115,1,Wage Hour & Benefits
hr2663-108,,
s894-110,16,Air Violation
hr337-107,15,Competition-related Offenses
hr4628-110,15,Competition-related Offenses
hr3759-111,22,Government Contracting
s2902-110,24,Government Reporting & Compliance
s425-111,5,Consumer Safety
hr4950-108,,
s641-113,,
s652-116,,
s2603-106,1;24,Wage Hour & Benefits;Government Reporting & Compliance
hr3036-108,10;12;15;22,"Securities & Investor Protection;Fraud, Corruption & Criminal Conduct;Competition-related Offenses;Government Contracting"
hr5225-106,,
s1733-107,25,National Security & Cybercrime
hr3257-114,,
hr4872-111,10;14;23,Securities & Investor Protection;Consumer Protection;Healthcare Fraud & Compliance
hr3179-108,12;24,"Fraud, Corruption & Criminal Conduct;Government Reporting & Compliance"
hr5766-115,6;24,Transportation Safety;Government Reporting & Compliance
hr1768-112,,
s1208-107,12;14;24,"Fraud, Corruption & Criminal Conduct;Consumer Protection;Government Reporting & Compliance"
s1108-114,1,Wage Hour & Benefits
s1761-109,22,Government Contracting
hr408-109,1,Wage Hour & Benefits
hr2174-110,,
s436-110,24,Government Reporting & Compliance
s2176-109,,
s3467-114,10,Securities & Investor Protection
s2191-112,2,Employment Discrimination
s1235-112,,
s1298-108,21,Animal Welfare
hr5555-114,23,Healthcare Fraud & Compliance
hr3776-107,,
s115-115,,
s1720-115,1,Wage Hour & Benefits
hr2735-114,18,Earth Violation
hr3063-110,,
hr4803-115,11,Accounting Financial Reporting & Tax
s439-109,17;18,Water Violation;Earth Violation
s3927-111,,
s796-110,15,Competition-related Offenses
hr4452-113,12;24,"Fraud, Corruption & Criminal Conduct;Government Reporting & Compliance"
hr5750-114,12,"Fraud, Corruption & Criminal Conduct"
s910-115,2,Employment Discrimination
s546-109,11,Accounting Financial Reporting & Tax
s1541-108,1;15;22,Wage Hour & Benefits;Competition-related Offenses;Government Contracting
s42-108,15,Competition-related Offenses
hr2217-112,12,"Fraud, Corruption & Criminal Conduct"
s3078-114,1,Wage Hour & Benefits
hr193-110,,
hr4895-113,5;17,Consumer Safety;Water Violation
hr721-115,11,Accounting Financial Reporting & Tax
hr6440-114,12,"Fraud, Corruption & Criminal Conduct"
hr668-109,5;19;14,Consumer Safety;Lead Violation;Consumer Protection
s2668-106,,
hr4998-110,15,Competition-related Offenses
s3075-110,6,Transportation Safety
hr923-107,11,Accounting Financial Reporting & Tax
hr4126-107,,
hr1553-115,,
hr2014-112,,
hr1834-110,,
hr2532-111,,
s2027-108,6,Transportation Safety
hr1666-113,,
s3020-110,5,Consumer Safety
hr2208-108,6;15,Transportation Safety;Competition-related Offenses
s2619-115,20,Energy Efficiency
s743-113,10;15,Securities & Investor Protection;Competition-related Offenses
hr3908-106,12;15,"Fraud, Corruption & Criminal Conduct;Competition-related Offenses"
s2993-107,,
hr3673-107,17,Water Violation
hr3287-114,9;11,Banking AML & Sanctions;Accounting Financial Reporting & Tax
hr346-115,24,Government Reporting & Compliance
s995-108,,
hr1356-107,5;14,Consumer Safety;Consumer Protection
hr5783-109,12;14,"Fraud, Corruption & Criminal Conduct;Consumer Protection"
s1155-111,1,Wage Hour & Benefits
hr1937-108,1,Wage Hour & Benefits
hr709-115,14,Consumer Protection
s3396-114,17,Water Violation
hr5320-108,,
hr3885-111,,
s3432-109,12;26,"Fraud, Corruption & Criminal Conduct;Exploitation & Trafficking"
s711-114,,
hr1355-113,1,Wage Hour & Benefits
hr3127-113,1,Wage Hour & Benefits
s3048-106,12,"Fraud, Corruption & Criminal Conduct"
hr5366-112,15,Competition-related Offenses
s1659-111,10,Securities & Investor Protection
hr1230-107,18,Earth Violation
hr608-109,,
hjres11-107,,
hr1195-107,,
s2198-106,15,Competition-related Offenses
s4107-109,11,Accounting Financial Reporting & Tax
hr4052-112,,
hr3491-108,,
hr3420-112,11;24,Accounting Financial Reporting & Tax;Government Reporting & Compliance
s40-115,1,Wage Hour & Benefits
hr4729-114,1,Wage Hour & Benefits
hr1472-111,10;12;22;24,"Securities & Investor Protection;Fraud, Corruption & Criminal Conduct;Government Contracting;Government Reporting & Compliance"
hr322-116,1,Wage Hour & Benefits
hr667-108,11,Accounting Financial Reporting & Tax
hr3314-112,,
s1778-109,,
s636-107,7;18,Infrastructure & Nuclear Safety;Earth Violation
hr503-107,12,"Fraud, Corruption & Criminal Conduct"
hr3768-107,1,Wage Hour & Benefits
hr2213-107,15,Competition-related Offenses
hjres1-116,1,Wage Hour & Benefits
hr3488-109,,
s886-112,10;15,Securities & Investor Protection;Competition-related Offenses
hr2260-107,11,Accounting Financial Reporting & Tax
hr3531-110,,
hr3517-107,15,Competition-related Offenses
s4020-109,15,Competition-related Offenses
hr1266-116,27,Firearms Violation
hr2874-108,1,Wage Hour & Benefits
s595-108,11,Accounting Financial Reporting & Tax
hr1382-114,22,Government Contracting
hr2209-111,1,Wage Hour & Benefits
hr1313-111,,
s3956-109,12,"Fraud, Corruption & Criminal Conduct"
hr3797-106,15,Competition-related Offenses
hr3339-107,14,Consumer Protection
hr6851-110,,
s1591-111,,
hr742-113,10,Securities & Investor Protection
hr4754-112,15,Competition-related Offenses
hr2837-112,,
s685-112,15,Competition-related Offenses
hr5699-111,1;10;15;22,Wage Hour & Benefits;Securities & Investor Protection;Competition-related Offenses;Government Contracting
hr2169-109,15,Competition-related Offenses
hr2686-115,10;15,Securities & Investor Protection;Competition-related Offenses
hr4008-108,6;12;25,"Transportation Safety;Fraud, Corruption & Criminal Conduct;National Security & Cybercrime"
hr2855-112,10;15,Securities & Investor Protection;Competition-related Offenses
hr1910-114,,
hr940-107,10;15,Securities & Investor Protection;Competition-related Offenses
s593-112,11,Accounting Financial Reporting & Tax
hr5884-109,11,Accounting Financial Reporting & Tax
s1017-108,,
hr4353-106,1,Wage Hour & Benefits
hr1128-110,,
hr270-116,24,Government Reporting & Compliance
s2421-114,,
hr1249-116,,
hr345-116,,
s2600-109,1,Wage Hour & Benefits
hr5173-113,1,Wage Hour & Benefits
hr5108-106,23,Healthcare Fraud & Compliance
hr2319-111,,
hr6227-114,25,National Security & Cybercrime
hr2153-115,24,Government Reporting & Compliance
hr124-111,3,Labor Relations
hr4127-107,,
hr1721-114,,
hr5555-109,,
hr4497-106,10;15,Securities & Investor Protection;Competition-related Offenses
hr2998-114,10;14,Securities & Investor Protection;Consumer Protection
hr141-108,22,Government Contracting
hr6042-109,21,Animal Welfare
hr1666-112,,
s796-109,15,Competition-related Offenses
hjres64-115,24,Government Reporting & Compliance
hr3885-107,5,Consumer Safety
hr5209-110,15,Competition-related Offenses
hr4332-114,22,Government Contracting
s1853-108,1,Wage Hour & Benefits
hr2413-110,1;3;15,Wage Hour & Benefits;Labor Relations;Competition-related Offenses
s401-107,15,Competition-related Offenses
hr4726-108,15,Competition-related Offenses
s465-108,5;10,Consumer Safety;Securities & Investor Protection
s2407-109,15,Competition-related Offenses
hr1158-110,1,Wage Hour & Benefits
hr4473-114,18,Earth Violation
hr5629-106,,
hr131-107,17,Water Violation
hr4140-109,,
s2131-107,11,Accounting Financial Reporting & Tax
hr1751-107,17,Water Violation
s3425-109,15,Competition-related Offenses
hr5340-108,11;14,Accounting Financial Reporting & Tax;Consumer Protection
hr4729-112,,
hr6051-112,6;14;22,Transportation Safety;Consumer Protection;Government Contracting
hr55-108,10;12;15;25,"Securities & Investor Protection;Fraud, Corruption & Criminal Conduct;Competition-related Offenses;National Security & Cybercrime"
s2527-113,,
hr2487-108,,
hr5541-114,9,Banking AML & Sanctions
s2210-106,,
hr2423-107,16,Air Violation
hr3890-114,9;10,Banking AML & Sanctions;Securities & Investor Protection
hr5547-106,10;15,Securities & Investor Protection;Competition-related Offenses
s2012-113,12;23,"Fraud, Corruption & Criminal Conduct;Healthcare Fraud & Compliance"
hr4326-113,,
hr1165-113,16;17;18,Air Violation;Water Violation;Earth Violation
s789-114,1,Wage Hour & Benefits
hr2651-116,,
hr5380-113,23,Healthcare Fraud & Compliance
s490-116,,
hr641-108,10;13,Securities & Investor Protection;Intellectual Property & Trade Secrets
hr1201-115,,
hr1780-108,11,Accounting Financial Reporting & Tax
hr3860-107,15,Competition-related Offenses
hr2968-107,1,Wage Hour & Benefits
hr461-108,,
s2782-108,10;11;24,Securities & Investor Protection;Accounting Financial Reporting & Tax;Government Reporting & Compliance
hr1071-110,,
s2998-113,,
hr2636-108,21,Animal Welfare
s2276-107,15,Competition-related Offenses
hr5683-114,,
s1720-113,10;13;14;15,Securities & Investor Protection;Intellectual Property & Trade Secrets;Consumer Protection;Competition-related Offenses
hr2832-116,10;15,Securities & Investor Protection;Competition-related Offenses
hr5498-107,18,Earth Violation
s2098-113,,
hr5816-109,,
hr4491-108,23,Healthcare Fraud & Compliance
s249-109,10;15,Securities & Investor Protection;Competition-related Offenses
s611-109,,
s378-110,12;24,"Fraud, Corruption & Criminal Conduct;Government Reporting & Compliance"
s377-107,,
hr2384-110,1,Wage Hour & Benefits
s3216-112,10;15,Securities & Investor Protection;Competition-related Offenses
s3208-106,5;14,Consumer Safety;Consumer Protection
s621-108,1,Wage Hour & Benefits
s3552-111,,
hr856-110,,
hr3146-112,3,Labor Relations
s1963-107,5;16;18;19,Consumer Safety;Air Violation;Earth Violation;Lead Violation
hr1865-107,4;18;22,Workplace Safety;Earth Violation;Government Contracting
hr3647-106,9,Banking AML & Sanctions
hr5359-111,,
s2432-108,,
s2320-110,1;23,Wage Hour & Benefits;Healthcare Fraud & Compliance
s891-111,10;15;24,Securities & Investor Protection;Competition-related Offenses;Government Reporting & Compliance
hr6053-110,10,Securities & Investor Protection
s3286-106,18,Earth Violation
hr3130-111,,
s568-110,14,Consumer Protection
hr2944-110,1,Wage Hour & Benefits
hr809-108,,
hr2139-113,15,Competition-related Offenses
hr5619-114,,
s1656-108,10;11;15,Securities & Investor Protection;Accounting Financial Reporting & Tax;Competition-related Offenses
s1124-109,,
s2970-108,,
hr1809-112,1,Wage Hour & Benefits
hr4985-114,12,"Fraud, Corruption & Criminal Conduct"
hr6312-112,12,"Fraud, Corruption & Criminal Conduct"
s2927-114,2,Employment Discrimination
hr5834-111,1,Wage Hour & Benefits
hr2091-112,10;22,Securities & Investor Protection;Government Contracting
s2187-107,,
hr4019-109,11,Accounting Financial Reporting & Tax
s2554-114,1;2;12;24,"Wage Hour & Benefits;Employment Discrimination;Fraud, Corruption & Criminal Conduct;Government Reporting & Compliance"
hr4308-109,16;19,Air Violation;Lead Violation
sjres40-107,,
hr3105-112,11,Accounting Financial Reporting & Tax
hr577-109,,
hr1959-108,1,Wage Hour & Benefits
hr616-109,,
hr2482-110,10;15,Securities & Investor Protection;Competition-related Offenses
s1236-114,7;15,Infrastructure & Nuclear Safety;Competition-related Offenses
hr362-112,,
s1250-109,21,Animal Welfare
hr4413-107,15,Competition-related Offenses
s305-115,,
hr1044-115,24,Government Reporting & Compliance
hr3650-109,12;24,"Fraud, Corruption & Criminal Conduct;Government Reporting & Compliance"
hr1615-114,24,Government Reporting & Compliance
hr5781-109,,
hr2817-113,,
hr1257-107,,
hr707-110,18,Earth Violation
hr1674-108,11,Accounting Financial Reporting & Tax
hr1510-109,11,Accounting Financial Reporting & Tax
hr2233-111,,
s1534-107,24,Government Reporting & Compliance
hr2206-110,10;15,Securities & Investor Protection;Competition-related Offenses
hr142-111,1,Wage Hour & Benefits
hr1568-110,,
hr389-109,,
s3726-110,12,"Fraud, Corruption & Criminal Conduct"
hr6374-114,,
hr5269-112,,
hr4342-110,,
hr87-111,,
hr1671-110,,
hr6985-110,,
s47-110,,
hr6353-112,10;13,Securities & Investor Protection;Intellectual Property & Trade Secrets
hr4278-109,,
hr5003-106,23,Healthcare Fraud & Compliance
hr1840-109,,
s1414-109,,
hr5452-110,,
s3016-110,12;25,"Fraud, Corruption & Criminal Conduct;National Security & Cybercrime"
hr1613-107,18,Earth Violation
hr1213-115,12,"Fraud, Corruption & Criminal Conduct"
hr30-114,1,Wage Hour & Benefits
s2056-112,18,Earth Violation
hr2978-114,,
hr134-108,1,Wage Hour & Benefits
hr4951-107,,
s2822-106,,
hr2250-116,4;16;17;18;21,Workplace Safety;Air Violation;Water Violation;Earth Violation;Animal Welfare
hr4505-107,9;10,Banking AML & Sanctions;Securities & Investor Protection
hr4659-108,1,Wage Hour & Benefits
hr1968-115,6;25,Transportation Safety;National Security & Cybercrime
hr2926-113,,
s1166-108,1;3;24,Wage Hour & Benefits;Labor Relations;Government Reporting & Compliance
s915-107,11,Accounting Financial Reporting & Tax
hr3371-110,3,Labor Relations
hr1972-113,15;22,Competition-related Offenses;Government Contracting
hr5753-111,,
hr5366-106,,
s572-109,15,Competition-related Offenses
hr5487-112,15,Competition-related Offenses
hr5197-113,3,Labor Relations
hr3578-113,4;6,Workplace Safety;Transportation Safety
hr1120-111,17,Water Violation
s3110-114,18;22,Earth Violation;Government Contracting
hr3499-108,1,Wage Hour & Benefits
s2574-108,12;24,"Fraud, Corruption & Criminal Conduct;Government Reporting & Compliance"
hr855-108,,
s1097-109,,
hr3128-114,10;15,Securities & Investor Protection;Competition-related Offenses
hr3950-112,15,Competition-related Offenses
hr6115-111,21,Animal Welfare
hr812-109,12,"Fraud, Corruption & Criminal Conduct"
hr2732-110,,
s2059-108,10;11;12;24,"Securities & Investor Protection;Accounting Financial Reporting & Tax;Fraud, Corruption & Criminal Conduct;Government Reporting & Compliance"
